rank,candidate_id,server_state_sha,backend,serve_config,serve_params_json,workload,input_len,output_len,max_concurrency,request_rate,objective_metric,objective_value,relative_to_best,valid_repeats,failed_repeats,total_repeats,passes_constraints,constraint_reason,median_goodput_at_slo,median_output_tok_s_per_gpu,mean_output_tok_s_per_gpu,std_output_tok_s_per_gpu,cv_output_tok_s_per_gpu,median_p99_ttft_ms,mean_p99_ttft_ms,median_p99_tpot_ms,mean_p99_tpot_ms,median_request_throughput
7,44075407cd3e,e7cd2996774d,vllm,vllm_tp2dp2_ep,"{""all2all_backend"":""allgather_reducescatter"",""data_parallel_size"":2,""dtype"":""bfloat16"",""enable_ep_weight_filter"":true,""enable_expert_parallel"":true,""enable_prefix_caching"":false,""expert_placement_strategy"":""linear"",""gpu_memory_utilization"":0.85,""max_num_batched_tokens"":8192,""max_num_seqs"":128,""moe_backend"":""auto"",""tensor_parallel_size"":2}",prompt4096_out128_conc4_seed0_rep0,4096,128,4,inf,goodput_at_slo,0.0,0.0,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,21.787413811429253,21.787413811429253,0.0,0.0,3524.1351056529675,3524.1351056529675,39.866000199662956,39.866000199662956,0.6808566816071642
8,d3ac2d162a80,9a0696003dfe,vllm,vllm_tp4dp1,"{""data_parallel_size"":1,""dtype"":""bfloat16"",""enable_expert_parallel"":false,""enable_prefix_caching"":false,""gpu_memory_utilization"":0.85,""max_num_batched_tokens"":8192,""max_num_seqs"":128,""moe_backend"":""auto"",""tensor_parallel_size"":4}",prompt4096_out128_conc4_seed0_rep0,4096,128,4,inf,goodput_at_slo,0.0,0.0,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,31.19664514646704,31.19664514646704,0.0,0.0,2808.133585472824,2808.133585472824,26.669004207190977,26.669004207190977,0.974895160827095
9,5caf3fdc02e4,702117e71a9e,vllm,vllm_tp4dp1_ep,"{""all2all_backend"":""allgather_reducescatter"",""data_parallel_size"":1,""dtype"":""bfloat16"",""enable_ep_weight_filter"":true,""enable_expert_parallel"":true,""enable_prefix_caching"":false,""expert_placement_strategy"":""linear"",""gpu_memory_utilization"":0.85,""max_num_batched_tokens"":8192,""max_num_seqs"":128,""moe_backend"":""auto"",""tensor_parallel_size"":4}",prompt4096_out128_conc4_seed0_rep0,4096,128,4,inf,goodput_at_slo,0.0,0.0,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,30.86825699472702,30.86825699472702,0.0,0.0,2742.676365156658,2742.676365156658,27.247095788227703,27.247095788227703,0.9646330310852194
1,a14324327f8c,109c1181f3ae,sglang,sglang_tp4,"{""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dtype"":""bfloat16"",""max_running_requests"":128,""mem_fraction_static"":0.85,""tp"":4}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,38.76871881438011,38.76871881438011,0.0,0.0,11692.242448260076,11692.242448260076,310.1604419606017,310.1604419606017,2.259743173151482
2,ecde138830b5,9c67aa52a1a7,sglang,sglang_tp4_dpattn,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""max_running_requests"":128,""mem_fraction_static"":0.85,""tp"":4}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,42.16080698772724,42.16080698772724,0.0,0.0,10528.976475802483,10528.976475802483,393.5570278528908,393.5570278528908,2.4574605165888372
3,982d1b6dddc5,1fcd2b74bc58,sglang,sglang_tp4_dpattn2_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":2,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,39.055487866579206,39.055487866579206,0.0,0.0,10790.090425742092,10790.090425742092,457.91782680447113,457.91782680447113,2.2764583091630866
4,058c3e72a3b9,8c2cb150f063,sglang,sglang_tp4_dpattn_ep,"{""attention_backend"":""triton"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dp"":4,""dtype"":""bfloat16"",""enable_dp_attention"":true,""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,45.941837731545206,45.941837731545206,0.0,0.0,9297.450733325677,9297.450733325677,356.3089876047923,356.3089876047923,2.677848465226679
5,062e476d673a,80a4af28305a,sglang,sglang_tp4_ep,"{""attention_backend"":""flashinfer"",""chunked_prefill_size"":8192,""context_length"":8192,""disable_radix_cache"":true,""dtype"":""bfloat16"",""ep"":4,""max_running_requests"":128,""mem_fraction_static"":0.85,""moe_a2a_backend"":""none"",""moe_runner_backend"":""auto"",""tp"":4}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,38.309931050511686,38.309931050511686,0.0,0.0,11721.749920560978,11721.749920560978,311.7474511834804,311.7474511834804,2.2330014455671656
6,b74cb14ac0c9,96ff1c2efd6b,vllm,vllm_tp2dp2,"{""data_parallel_size"":2,""dtype"":""bfloat16"",""enable_expert_parallel"":false,""enable_prefix_caching"":false,""gpu_memory_utilization"":0.85,""max_num_batched_tokens"":8192,""max_num_seqs"":128,""moe_backend"":""auto"",""tensor_parallel_size"":2}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,48.68793754173215,48.68793754173215,0.0,0.0,17407.037089429796,17407.037089429796,153.35393551187994,153.35393551187994,1.5214980481791296
7,44075407cd3e,e7cd2996774d,vllm,vllm_tp2dp2_ep,"{""all2all_backend"":""allgather_reducescatter"",""data_parallel_size"":2,""dtype"":""bfloat16"",""enable_ep_weight_filter"":true,""enable_expert_parallel"":true,""enable_prefix_caching"":false,""expert_placement_strategy"":""linear"",""gpu_memory_utilization"":0.85,""max_num_batched_tokens"":8192,""max_num_seqs"":128,""moe_backend"":""auto"",""tensor_parallel_size"":2}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,43.977791810360664,43.977791810360664,0.0,0.0,19310.316857859725,19310.316857859725,169.31004797714382,169.31004797714382,1.3743059940737707
8,d3ac2d162a80,9a0696003dfe,vllm,vllm_tp4dp1,"{""data_parallel_size"":1,""dtype"":""bfloat16"",""enable_expert_parallel"":false,""enable_prefix_caching"":false,""gpu_memory_utilization"":0.85,""max_num_batched_tokens"":8192,""max_num_seqs"":128,""moe_backend"":""auto"",""tensor_parallel_size"":4}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,41.83751578529163,41.83751578529163,0.0,0.0,21338.733640370192,21338.733640370192,180.5436772781912,180.5436772781912,1.3074223682903634
9,5caf3fdc02e4,702117e71a9e,vllm,vllm_tp4dp1_ep,"{""all2all_backend"":""allgather_reducescatter"",""data_parallel_size"":1,""dtype"":""bfloat16"",""enable_ep_weight_filter"":true,""enable_expert_parallel"":true,""enable_prefix_caching"":false,""expert_placement_strategy"":""linear"",""gpu_memory_utilization"":0.85,""max_num_batched_tokens"":8192,""max_num_seqs"":128,""moe_backend"":""auto"",""tensor_parallel_size"":4}",prompt4096_out128_conc64_seed0_rep0,4096,128,64,inf,goodput_at_slo,0.0,,1,0,1,False,constraint_failed:p99_ttft_ms>2000,0.0,42.33786449558784,42.33786449558784,0.0,0.0,20874.52029593289,20874.52029593289,176.12857369193625,176.12857369193625,1.32305826548712
